name	x	y
Jeff Goldblum	422.4520992649579	296.75960383401105
Jack Nicholson	478.3655045158627	360.77819426942307
Seth Rogen	336.24806728795664	357.998215603465
Dean Stockwell	607.0565058359242	446.7083372977072
Dennis Hopper	609.1757779187953	387.2552906685289
Laurence Fishburne	553.237352990952	375.99727215278494
Martin Sheen	582.1403287606975	437.3388582780441
Robert Duvall	569.9530081223276	334.979963547116
Seymour Cassel	549.5529645091483	406.48833630682026
Diane Lane	577.1157103341126	429.6077082892723
Donald Sutherland	450.4445065555281	467.690695484348
Elizabeth Banks	401.7332931818059	442.3379582222371
Jennifer Lawrence	430.30960530019297	511.04710446465737
Woody Harrelson	384.844407938196	491.06526706872455
Dustin Hoffman	403.73039261878154	253.3827908079516
Kathy Bates	460.60296965636934	229.5114525750232
M. Emmet Walsh	433.3080881490488	199.93446500420816
Paul Rudd	382.56653648599087	380.31650062714164
Tobey Maguire	420.06438213673346	497.2136399426903
Elliott Gould	366.0257802018714	356.92513754402955
Karen Black	345.49291231968334	412.99392804409774
Famke Janssen	624.5062561105318	248.84579094141228
Hugh Jackman	624.6854592729753	195.67815165923815
Patrick Stewart	576.8548655289833	253.5121600370193
Gary Sinise	665.3791656576626	424.54030596550786
Geoffrey Rush	497.178338924102	273.7928123494201
Gwyneth Paltrow	483.2922013529171	257.4321703844193
Jon Favreau	436.02978419826644	291.3807098339415
Robert Downey Jr.	490.9298146219626	320.8529451873198
Halle Berry	630.8195346648448	243.4190050568864
Harry Dean Stanton	521.0832670291722	345.5695063907467
Harvey Keitel	395.57195747714553	199.00989092546052
Rebecca Romijn	579.3292885325137	230.50220271713266
Keanu Reeves	541.5947292973777	309.9510606964727
Sean Bean	546.8339193821755	254.6625911332273
James Earl Jones	462.4458861367978	338.55350808497985
James Franco	332.9331056510184	296.66441682045746
Kirsten Dunst	360.998350269664	244.0558379894814
Jason Bateman	446.6321644276874	304.23300226891234
Jennifer Aniston	441.3092335553629	242.10682887050547
Jim Carrey	378.1496917522863	256.6527226604769
Steve Carell	349.19897827444885	308.4590892610002
John Cusack	492.22947344443077	462.7185584409278
Tim Allen	582.2105881575055	499.66238753177316
Joe Pesci	394.5368614672595	224.09050381974794
John Malkovich	549.0169121845485	478.76240680520795
Udo Kier	652.9021348858486	344.3199255969723
Jon Voight	511.8562693680099	356.09775724754087
Julianne Moore	446.0011869533657	506.82827650254376
Monica Bellucci	579.6562846960722	358.00678567808876
Michael Keaton	554.881913865656	436.79616068321525
Michael York	559.1524473353999	518.1115852689555
Natalie Portman	572.5807395968411	399.79314723597184
Robert Wagner	671.6891397030233	310.58588383513245
Peter Falk	491.64459040066464	421.78186524367186
Scarlett Johansson	549.0547164162475	334.0541994894003
Willem Dafoe	648.5767397245145	405.59550245166616
